sales_order_id,item_no,material_id,order_quantity,sales_unit_price,shipped_quantity,unshipped_quantity,item_amount,unit
SO-20250717-001,3,MAT-10017,103,170.92,0,103,17604.76,个
SO-20250717-002,1,MAT-10046,67,184.98,0,67,12393.66,箱
SO-20250717-002,2,MAT-10003,133,167.84,0,133,22322.72,个
SO-20250717-002,3,MAT-10010,39,211.67,0,39,8255.13,套
SO-20250717-003,1,MAT-10030,21,168.84,0,21,3545.64,件
SO-20250717-003,2,MAT-10011,88,195.95,0,88,17243.6,套
SO-20250717-003,3,MAT-10049,158,233.31,0,158,36862.98,个
SO-20250718-001,1,MAT-10013,145,95.67,0,145,13872.15,箱
SO-20250718-001,2,MAT-10024,113,246.02,0,113,27800.26,个
SO-20250718-001,3,MAT-10002,186,55.25,0,186,10276.5,件
SO-20250718-002,1,MAT-10045,97,113.29,0,97,10989.13,个
SO-20250718-002,2,MAT-10032,30,111.47,0,30,3344.1,件
SO-20250718-002,3,MAT-10036,17,94.64,0,17,1608.88,箱
SO-20250718-003,1,MAT-10039,196,244.55,0,196,47931.8,套
SO-20250718-003,2,MAT-10033,107,81.98,0,107,8771.86,个
SO-20250718-003,3,MAT-10046,77,150.29,0,77,11572.33,个
SO-20250719-001,1,MAT-10004,85,160.6,0,85,13651.0,个
SO-20250719-001,2,MAT-10034,111,52.56,0,111,5834.16,个
SO-20250719-001,3,MAT-10041,135,114.86,0,135,15506.1,个
SO-20250719-002,1,MAT-10005,156,187.9,0,156,29312.4,个
SO-20250719-002,2,MAT-10034,172,40.08,0,172,6893.76,套
SO-20250719-002,3,MAT-10045,177,51.01,0,177,9028.77,套
SO-20250719-003,1,MAT-10050,126,39.57,0,126,4985.82,个
SO-20250719-003,2,MAT-10010,123,157.26,0,123,19342.98,套
SO-20250719-003,3,MAT-10018,164,215.45,0,164,35333.8,套
SO-20250720-001,1,MAT-10024,120,99.68,0,120,11961.6,个
SO-20250720-001,2,MAT-10031,66,218.06,0,66,14391.96,箱
SO-20250720-001,3,MAT-10021,65,98.04,0,65,6372.6,个
SO-20250720-002,1,MAT-10009,120,99.36,0,120,11923.2,箱
SO-20250720-002,2,MAT-10034,182,44.76,0,182,8146.32,箱
SO-20250720-002,3,MAT-10048,132,58.95,0,132,7781.4,个
SO-20250720-003,1,MAT-10021,90,212.05,0,90,19084.5,件
SO-20250720-003,2,MAT-10032,41,230.59,0,41,9454.19,件
SO-20250720-003,3,MAT-10040,86,111.9,0,86,9623.4,件
SO-20250721-001,1,MAT-10027,86,215.55,0,86,18537.3,套
SO-20250721-001,2,MAT-10032,75,74.3,0,75,5572.5,套
SO-20250721-001,3,MAT-10037,66,100.81,0,66,6653.46,箱
SO-20250721-002,1,MAT-10050,42,72.28,0,42,3035.76,件
SO-20250721-002,2,MAT-10030,104,93.46,0,104,9719.84,个
SO-20250721-002,3,MAT-10012,111,164.39,0,111,18247.29,个
SO-20250721-003,1,MAT-10029,162,126.4,0,162,20476.8,个
SO-20250721-003,2,MAT-10033,52,190.25,0,52,9893.0,个
SO-20250721-003,3,MAT-10009,200,32.45,0,200,6490.0,箱
SO-20250722-001,1,MAT-10001,156,175.89,0,156,27438.84,箱
SO-20250722-001,2,MAT-10008,165,241.63,0,165,39868.95,个
SO-20250722-001,3,MAT-10021,183,116.38,0,183,21297.54,个
SO-20250722-002,1,MAT-10039,156,62.07,0,156,9682.92,箱
SO-20250722-002,2,MAT-10005,187,176.5,0,187,33005.5,件
SO-20250722-002,3,MAT-10032,15,207.57,0,15,3113.55,件
SO-20250722-003,1,MAT-10001,187,91.2,0,187,17054.4,套
SO-20250722-003,2,MAT-10025,43,78.04,0,43,3355.72,箱
SO-20250722-003,3,MAT-10044,97,35.28,0,97,3422.16,箱
SO-20250723-001,1,MAT-10011,194,54.6,0,194,10592.4,件
SO-20250723-001,2,MAT-10034,43,202.29,0,43,8698.47,个
SO-20250723-001,3,MAT-10027,105,138.08,0,105,14498.4,个
SO-20250723-002,1,MAT-10048,186,175.41,0,186,32626.26,套
SO-20250723-002,2,MAT-10040,23,82.18,0,23,1890.14,件
SO-20250723-002,3,MAT-10046,116,211.44,0,116,24527.04,套
SO-20250723-003,1,MAT-10034,183,188.48,0,183,34491.84,箱
SO-20250723-003,2,MAT-10029,98,166.76,0,98,16342.48,个
SO-20250723-003,3,MAT-10030,163,160.3,0,163,26128.9,件
SO-20250724-001,1,MAT-10046,172,47.17,0,172,8113.24,件
SO-20250724-001,2,MAT-10031,200,148.26,0,200,29652.0,件
SO-20250724-001,3,MAT-10012,156,149.71,0,156,23354.76,件
SO-20250724-002,1,MAT-10001,196,204.42,0,196,40066.32,件
SO-20250724-002,2,MAT-10041,179,159.54,0,179,28557.66,套
SO-20250724-002,3,MAT-10025,121,244.01,0,121,29525.21,个
SO-20250724-003,1,MAT-10005,161,48.41,0,161,7794.01,箱
SO-20250724-003,2,MAT-10045,93,80.05,0,93,7444.65,箱
SO-20250724-003,3,MAT-10030,64,172.38,0,64,11032.32,套
SO-20250725-001,1,MAT-10016,52,98.85,0,52,5140.2,箱
SO-20250725-001,2,MAT-10024,193,202.47,0,193,39076.71,个
SO-20250725-001,3,MAT-10048,109,60.79,0,109,6626.11,套
SO-20250725-002,1,MAT-10045,10,86.14,0,10,861.4,件
SO-20250725-002,2,MAT-10036,97,155.27,0,97,15061.19,套
SO-20250725-002,3,MAT-10030,171,164.19,0,171,28076.49,套
SO-20250725-003,1,MAT-10012,170,119.78,0,170,20362.6,箱
SO-20250725-003,2,MAT-10040,70,230.39,0,70,16127.3,个
SO-20250725-003,3,MAT-10025,168,129.07,0,168,21683.76,个
SO-20250726-001,1,MAT-10020,118,192.84,0,118,22755.12,件
SO-20250726-001,2,MAT-10006,93,107.2,0,93,9969.6,箱
SO-20250726-001,3,MAT-10003,78,158.64,0,78,12373.92,个
SO-20250726-002,1,MAT-10036,95,111.65,0,95,10606.75,个
SO-20250726-002,2,MAT-10046,177,30.3,0,177,5363.1,件
SO-20250726-002,3,MAT-10035,90,91.95,0,90,8275.5,箱
SO-20250726-003,1,MAT-10050,61,225.39,0,61,13748.79,件
SO-20250726-003,2,MAT-10008,155,103.0,0,155,15965.0,套
SO-20250726-003,3,MAT-10026,148,201.0,0,148,29748.0,个
SO-20250727-001,1,MAT-10005,108,219.08,0,108,23660.64,件
SO-20250727-001,2,MAT-10030,53,35.08,0,53,1859.24,个
SO-20250727-001,3,MAT-10050,90,37.4,0,90,3366.0,箱
SO-20250727-002,1,MAT-10048,14,238.49,0,14,3338.86,箱
SO-20250727-002,2,MAT-10006,113,191.51,0,113,21640.63,套
SO-20250727-002,3,MAT-10047,10,210.26,0,10,2102.6,箱
SO-20250727-003,1,MAT-10010,10,52.13,0,10,521.3,箱
SO-20250727-003,2,MAT-10005,163,188.7,0,163,30758.1,套
SO-20250727-003,3,MAT-10019,185,69.35,0,185,12829.75,箱
SO-20250728-001,1,MAT-10049,81,116.99,0,81,9476.19,件
SO-20250728-001,2,MAT-10035,10,135.96,0,10,1359.6,箱
SO-20250728-001,3,MAT-10024,25,237.32,0,25,5933.0,套
SO-20250728-002,1,MAT-10050,109,231.72,0,109,25257.48,箱
SO-20250728-002,2,MAT-10027,100,57.21,0,100,5721.0,个
SO-20250728-002,3,MAT-10007,195,167.25,0,195,32613.75,个
SO-20250728-003,1,MAT-10015,159,77.77,0,159,12365.43,套
SO-20250728-003,2,MAT-10043,161,142.54,0,161,22948.94,件
SO-20250728-003,3,MAT-10027,148,215.94,0,148,31959.12,件
SO-20250729-001,1,MAT-10041,81,33.85,0,81,2741.85,件
SO-20250729-001,2,MAT-10030,110,198.86,0,110,21874.6,套
SO-20250729-001,3,MAT-10016,110,172.91,0,110,19020.1,箱
SO-20250729-002,1,MAT-10002,153,86.67,0,153,13260.51,件
SO-20250729-002,2,MAT-10015,184,236.34,0,184,43486.56,个
SO-20250729-002,3,MAT-10030,64,200.51,0,64,12832.64,箱
SO-20250729-003,1,MAT-10028,179,33.44,0,179,5985.76,个
SO-20250729-003,2,MAT-10019,56,89.38,0,56,5005.28,套
SO-20250729-003,3,MAT-10033,48,205.62,0,48,9869.76,个
SO-20250730-001,1,MAT-10041,115,78.1,0,115,8981.5,套
SO-20250730-001,2,MAT-10034,147,165.0,0,147,24255.0,件
SO-20250730-001,3,MAT-10008,49,197.68,0,49,9686.32,套
SO-20250730-002,1,MAT-10010,95,214.98,0,95,20423.1,件
SO-20250730-002,2,MAT-10025,98,177.02,0,98,17347.96,个
SO-20250730-002,3,MAT-10015,10,185.65,0,10,1856.5,件
SO-20250730-003,1,MAT-10047,175,150.38,0,175,26316.5,件
SO-20250730-003,2,MAT-10014,105,55.82,0,105,5861.1,箱
SO-20250730-003,3,MAT-10042,194,75.91,0,194,14726.54,套
SO-20250731-001,1,MAT-10036,160,85.38,0,160,13660.8,件
SO-20250731-001,2,MAT-10024,124,226.77,0,124,28119.48,个
SO-20250731-001,3,MAT-10009,44,110.9,0,44,4879.6,套
SO-20250731-002,1,MAT-10005,40,89.69,0,40,3587.6,箱
SO-20250731-002,2,MAT-10043,84,52.29,0,84,4392.36,件
SO-20250731-002,3,MAT-10016,180,114.34,0,180,20581.2,件
SO-20250731-003,1,MAT-10002,73,233.12,0,73,17017.76,个
SO-20250731-003,2,MAT-10014,180,230.06,0,180,41410.8,套
SO-20250731-003,3,MAT-10003,142,128.5,0,142,18247.0,套
SO-20250732-001,1,MAT-10008,107,52.04,0,107,5568.28,件
SO-20250732-001,2,MAT-10048,147,245.53,0,147,36092.91,套
SO-20250732-001,3,MAT-10027,68,235.44,0,68,16009.92,件
SO-20250732-002,1,MAT-10001,198,120.53,0,198,23864.94,箱
SO-20250732-002,2,MAT-10010,104,159.32,0,104,16569.28,个
SO-20250732-002,3,MAT-10032,86,108.16,0,86,9301.76,套
SO-20250732-003,1,MAT-10046,137,126.92,0,137,17388.04,件
SO-20250732-003,2,MAT-10044,126,134.09,0,126,16895.34,套
SO-20250732-003,3,MAT-10041,116,217.43,0,116,25221.88,个
SO-20250733-001,1,MAT-10026,183,175.87,0,183,32184.21,套
SO-20250733-001,2,MAT-10019,82,210.44,0,82,17256.08,套
SO-20250733-001,3,MAT-10035,19,172.73,0,19,3281.87,套
SO-20250733-002,1,MAT-10034,162,45.76,0,162,7413.12,个
SO-20250733-002,2,MAT-10035,147,239.18,0,147,35159.46,个
SO-20250733-002,3,MAT-10046,50,70.7,0,50,3535.0,件
SO-20250733-003,1,MAT-10012,141,114.26,0,141,16110.66,套
SO-20250733-003,2,MAT-10049,60,148.45,0,60,8907.0,个
SO-20250733-003,3,MAT-10002,130,89.52,0,130,11637.6,箱
SO-20250734-001,1,MAT-10036,25,150.5,0,25,3762.5,箱
SO-20250734-001,2,MAT-10027,176,82.89,0,176,14588.64,箱
SO-20250734-001,3,MAT-10034,197,135.86,0,197,26764.42,件
SO-20250734-002,1,MAT-10043,66,89.21,0,66,5887.86,箱
SO-20250734-002,2,MAT-10036,168,129.82,0,168,21809.76,个
SO-20250734-002,3,MAT-10006,18,236.0,0,18,4248.0,套
SO-20250734-003,1,MAT-10017,12,40.72,0,12,488.64,件
SO-20250734-003,2,MAT-10013,124,144.32,0,124,17895.68,箱
SO-20250734-003,3,MAT-10034,153,128.36,0,153,19639.08,箱
SO-20250735-001,1,MAT-10033,150,240.38,0,150,36057.0,箱
SO-20250735-001,2,MAT-10050,83,183.44,0,83,15225.52,个
SO-20250735-001,3,MAT-10009,47,239.96,0,47,11278.12,箱
SO-20250735-002,1,MAT-10049,145,54.27,0,145,7869.15,箱
SO-20250735-002,2,MAT-10007,98,43.98,0,98,4310.04,件
SO-20250735-002,3,MAT-10037,149,173.6,0,149,25866.4,套
SO-20250735-003,1,MAT-10015,75,40.02,0,75,3001.5,套
SO-20250735-003,2,MAT-10028,112,139.51,0,112,15625.12,件
SO-20250735-003,3,MAT-10046,157,240.46,0,157,37752.22,件
SO-20250736-001,1,MAT-10045,44,200.38,0,44,8816.72,个
SO-20250736-001,2,MAT-10026,34,145.98,0,34,4963.32,个
SO-20250736-001,3,MAT-10038,72,145.37,0,72,10466.64,个
SO-20250736-002,1,MAT-10007,19,116.54,0,19,2214.26,箱
SO-20250736-002,2,MAT-10043,40,47.1,0,40,1884.0,个
SO-20250736-002,3,MAT-10046,41,228.78,0,41,9379.98,箱
SO-20250736-003,1,MAT-10003,177,108.76,0,177,19250.52,套
SO-20250736-003,2,MAT-10047,17,117.31,0,17,1994.27,个
SO-20250736-003,3,MAT-10015,196,56.42,0,196,11058.32,套
SO-20250737-001,1,MAT-10027,143,41.67,0,143,5958.81,个
SO-20250737-001,2,MAT-10011,165,44.71,0,165,7377.15,套
SO-20250737-001,3,MAT-10013,31,214.62,0,31,6653.22,件
SO-20250737-002,1,MAT-10004,111,118.45,0,111,13147.95,件
SO-20250737-002,2,MAT-10023,76,31.37,0,76,2384.12,个
SO-20250737-002,3,MAT-10002,10,99.39,0,10,993.9,件
SO-20250737-003,1,MAT-10034,78,195.97,0,78,15285.66,箱
SO-20250737-003,2,MAT-10007,54,75.5,0,54,4077.0,箱
SO-20250737-003,3,MAT-10003,44,114.36,0,44,5031.84,件
SO-20250738-001,1,MAT-10036,134,77.01,0,134,10319.34,件
SO-20250738-001,2,MAT-10012,187,165.59,0,187,30965.33,个
SO-20250738-001,3,MAT-10044,115,32.36,0,115,3721.4,个
SO-20250738-002,1,MAT-10015,124,159.77,0,124,19811.48,套
SO-20250738-002,2,MAT-10039,122,167.1,0,122,20386.2,箱
SO-20250738-002,3,MAT-10043,153,146.55,0,153,22422.15,箱
SO-20250738-003,1,MAT-10006,41,152.24,0,41,6241.84,个
SO-20250738-003,2,MAT-10028,178,181.64,0,178,32331.92,个
SO-20250738-003,3,MAT-10019,107,141.04,0,107,15091.28,套
SO-20250739-001,1,MAT-10049,100,134.9,0,100,13490.0,套
SO-20250739-001,2,MAT-10025,140,110.28,0,140,15439.2,件
SO-20250739-001,3,MAT-10003,179,162.98,0,179,29173.42,个
SO-20250739-002,1,MAT-10004,105,91.88,0,105,9647.4,件
SO-20250739-002,2,MAT-10015,25,94.53,0,25,2363.25,件
SO-20250739-002,3,MAT-10029,14,175.81,0,14,2461.34,箱
SO-20250739-003,1,MAT-10028,154,136.63,0,154,21041.02,套
SO-20250739-003,2,MAT-10004,200,153.65,0,200,30730.0,个
SO-20250739-003,3,MAT-10038,184,236.23,0,184,43466.32,个
SO-20250740-001,1,MAT-10032,100,107.38,0,100,10738.0,套
SO-20250740-001,2,MAT-10014,191,138.79,0,191,26508.89,个
SO-20250740-001,3,MAT-10005,77,181.84,0,77,14001.68,箱
SO-20250740-002,1,MAT-10015,199,175.82,0,199,34988.18,件
SO-20250740-002,2,MAT-10038,21,155.85,0,21,3272.85,套
SO-20250740-002,3,MAT-10016,30,110.24,0,30,3307.2,箱
SO-20250740-003,1,MAT-10050,143,199.83,0,143,28575.69,个
SO-20250740-003,2,MAT-10023,78,108.72,0,78,8480.16,套
SO-20250740-003,3,MAT-10006,77,111.33,0,77,8572.41,套
SO-20250741-001,1,MAT-10028,165,46.4,0,165,7656.0,件
SO-20250741-001,2,MAT-10035,104,81.12,0,104,8436.48,个
SO-20250741-001,3,MAT-10016,87,181.61,0,87,15800.07,套
SO-20250741-002,1,MAT-10043,153,46.5,0,153,7114.5,件
SO-20250741-002,2,MAT-10033,73,35.72,0,73,2607.56,套
SO-20250741-002,3,MAT-10049,29,236.22,0,29,6850.38,套
SO-20250741-003,1,MAT-10018,125,86.67,0,125,10833.75,件
SO-20250741-003,2,MAT-10017,124,117.16,0,124,14527.84,件
SO-20250741-003,3,MAT-10023,190,73.64,0,190,13991.6,件
SO-20250742-001,1,MAT-10015,179,52.9,0,179,9469.1,件
SO-20250742-001,2,MAT-10050,22,103.8,0,22,2283.6,箱
SO-20250742-001,3,MAT-10025,52,161.17,0,52,8380.84,件
SO-20250742-002,1,MAT-10003,175,178.59,0,175,31253.25,个
SO-20250742-002,2,MAT-10017,91,122.51,0,91,11148.41,个
SO-20250742-002,3,MAT-10012,167,92.69,0,167,15479.23,箱
SO-20250742-003,1,MAT-10033,64,176.8,0,64,11315.2,件
SO-20250742-003,2,MAT-10009,63,227.51,0,63,14333.13,个
SO-20250742-003,3,MAT-10037,24,163.19,0,24,3916.56,个
SO-20250743-001,1,MAT-10014,184,47.23,0,184,8690.32,套
SO-20250743-001,2,MAT-10005,125,186.21,0,125,23276.25,个
SO-20250743-001,3,MAT-10041,178,153.73,0,178,27363.94,箱
SO-20250743-002,1,MAT-10042,36,138.99,0,36,5003.64,个
SO-20250743-002,2,MAT-10017,15,33.73,0,15,505.95,个
SO-20250743-002,3,MAT-10011,30,247.85,0,30,7435.5,箱
SO-20250743-003,1,MAT-10028,124,178.81,0,124,22172.44,件
SO-20250743-003,2,MAT-10002,37,154.86,0,37,5729.82,套
SO-20250743-003,3,MAT-10032,16,227.97,0,16,3647.52,套
SO-20250744-001,1,MAT-10040,40,228.12,0,40,9124.8,件
SO-20250744-001,2,MAT-10027,190,112.05,0,190,21289.5,箱
SO-20250744-001,3,MAT-10033,171,76.84,0,171,13139.64,套
SO-20250744-002,1,MAT-10008,151,198.49,0,151,29971.99,套
SO-20250744-002,2,MAT-10004,166,123.85,0,166,20559.1,套
SO-20250744-002,3,MAT-10001,135,162.58,0,135,21948.3,套
SO-20250744-003,1,MAT-10009,120,247.68,0,120,29721.6,箱
